id_buku,judul_buku,deskripsi,kategori,user,penulis,rating,ulasan,tahun_terbit
358,Pengeditan Foto Potret,"Buku ini mengajarkan teknik pengeditan foto potret, mencakup retouching, color correction, dan finishing.",Multimedia,User7,Rizky Kusuma,10,"Kurang mendalam, tetapi cukup bagus",2020
359,Desain Kartu Nama Kreatif,"Buku ini membahas desain kartu nama yang kreatif, mencakup layout, pemilihan font, dan material cetak.",Multimedia,User80,Dian Purnomo,7,Sangat baik dan bermanfaat,2017
360,Produksi Film Indie,"Buku ini memberikan panduan dalam produksi film indie, mencakup seluruh proses dari pra-produksi hingga distribusi.",Multimedia,User79,Rizky Pratama,8,Materinya menarik dan mudah dipahami,2016
361,Teknik Lighting dalam Video,Buku ini mengajarkan teknik lighting dalam video untuk menciptakan suasana dan mood yang tepat.,Multimedia,User190,Ayu Putra,7,Materinya menarik dan mudah dipahami,2015
362,Pembuatan Animasi Pendidikan,"Buku ini membahas pembuatan animasi pendidikan, mencakup konsep, pengembangan, dan distribusi.",Multimedia,User133,Ayu Putra,10,"Kurang mendalam, tetapi cukup bagus",2022
363,Desain Ulang Identitas Visual,Buku ini memberikan panduan desain ulang identitas visual untuk perusahaan atau produk.,Multimedia,User143,Budi Azis,8,Buku ini cukup membantu,2021
364,Penggunaan Plugin di After Effects,Buku ini mengajarkan penggunaan plugin di After Effects untuk meningkatkan efek visual dalam produksi video.,Multimedia,User68,Budi Kusuma,7,Sangat baik dan bermanfaat,2016
365,Produksi Film Pendek Dokumenter,"Buku ini memberikan panduan dalam produksi film pendek dokumenter, mencakup penelitian, shooting, dan editing.",Multimedia,User174,Indra Wijaya,7,Materinya menarik dan mudah dipahami,2016
366,Teknik Storytelling Visual,Buku ini membahas teknik storytelling visual untuk menyampaikan narasi yang kuat melalui gambar.,Multimedia,User89,Indra Putra,9,Informasinya sangat lengkap,2017
367,Desain UI untuk Aplikasi Mobile,"Buku ini memberikan panduan desain UI untuk aplikasi mobile, mencakup prinsip usability dan estetika.",Multimedia,User53,Hilmi Wijaya,7,Materinya menarik dan mudah dipahami,2017
368,Pembuatan Konten Visual untuk Blog,"Buku ini mengajarkan cara membuat konten visual untuk blog, mencakup fotografi, grafik, dan video.",Multimedia,User124,Indra Putra,8,Buku ini cukup membantu,2015
369,Teknik Pengeditan Audio Lanjutan,"Buku ini membahas teknik pengeditan audio lanjutan, mencakup efek suara, mixing, dan mastering.",Multimedia,User101,Ahmad Wijaya,7,Buku ini cukup membantu,2019
370,Desain Infografis Dinamis,Buku ini memberikan panduan desain infografis dinamis untuk menyampaikan informasi dengan cara yang menarik.,Multimedia,User122,Ayu Haryanto,9,"Kurang mendalam, tetapi cukup bagus",2021
371,Pembuatan Webtoon,"Buku ini mengajarkan pembuatan webtoon, dari penulisan naskah hingga ilustrasi dan publikasi.",Multimedia,User146,Rizky Putra,8,Informasinya sangat lengkap,2022
372,Produksi Animasi Berbasis Web,"Buku ini membahas produksi animasi berbasis web, mencakup teknik, tools, dan platform distribusi.",Multimedia,User60,Siti Azis,9,Sangat baik dan bermanfaat,2019
373,Teknik Produksi Efek Suara,Buku ini memberikan panduan teknik produksi efek suara untuk berbagai jenis media.,Multimedia,User22,Budi Kusuma,7,Sangat baik dan bermanfaat,2018
374,Desain Banner Digital,Buku ini mengajarkan desain banner digital yang efektif untuk kampanye iklan online.,Multimedia,User180,Fajar Rahman,10,Buku ini cukup membantu,2021
375,Pembuatan Konten YouTube Shorts,"Buku ini membahas pembuatan konten YouTube Shorts, mencakup teknik shooting, editing, dan optimasi untuk platform.",Multimedia,User178,Dian Azis,9,"Kurang mendalam, tetapi cukup bagus",2020
376,Teknik Pemotretan High Speed,Buku ini memberikan panduan teknik pemotretan high speed untuk menangkap gerakan cepat dengan detail yang jelas.,Multimedia,User49,Fajar Putra,9,Materinya menarik dan mudah dipahami,2021
377,Pengolahan Warna dalam Fotografi,"Buku ini membahas teknik pengolahan warna dalam fotografi, mencakup color correction dan grading.",Multimedia,User123,Indra Purnomo,8,Informasinya sangat lengkap,2016
378,Desain Cover Album,Buku ini mengajarkan desain cover album yang menarik dan sesuai dengan tema musik.,Multimedia,User103,Indra Putra,8,Materinya menarik dan mudah dipahami,2020
379,Pembuatan Video Montase,"Buku ini memberikan panduan dalam pembuatan video montase, mencakup teknik editing dan storytelling visual.",Multimedia,User85,Hilmi Azis,7,"Kurang mendalam, tetapi cukup bagus",2016
380,Produksi Film Komersial,"Buku ini membahas produksi film komersial, mencakup konsep kreatif, produksi, dan distribusi.",Multimedia,User124,Indra Wijaya,9,Materinya menarik dan mudah dipahami,2023
381,Teknik Presentasi Multimedia,"Buku ini membahas teknik presentasi multimedia yang efektif, mencakup penggunaan teks, gambar, audio, dan video.",Multimedia,User70,Indra Kusuma,8,Materinya menarik dan mudah dipahami,2020
382,Pengantar Pemrograman Web,"Buku ini merupakan pengantar pemrograman web, mencakup HTML, CSS, dan JavaScript sebagai fondasi dasar pengembangan web.",Rekayasa Perangkat Lunak,User151,Indra Kusuma,8,Informasinya sangat lengkap,2018
383,Desain Database dengan MySQL,"Buku ini mengajarkan desain database menggunakan MySQL, mencakup konsep normalisasi, relasi, dan query.",Rekayasa Perangkat Lunak,User134,Indra Pratama,10,"Kurang mendalam, tetapi cukup bagus",2015
384,Pemrograman Python untuk Data Science,"Buku ini memberikan panduan pemrograman Python untuk data science, mencakup analisis data, visualisasi, dan machine learning.",Rekayasa Perangkat Lunak,User114,Rizky Azis,8,Materinya menarik dan mudah dipahami,2023
385,Pembangunan Aplikasi Android,"Buku ini membahas pembangunan aplikasi Android, mencakup pembuatan UI, penggunaan API, dan pengelolaan data.",Rekayasa Perangkat Lunak,User37,Fajar Rahman,7,"Kurang mendalam, tetapi cukup bagus",2015
386,Rekayasa Perangkat Lunak Berbasis Objek,"Buku ini mengulas rekayasa perangkat lunak berbasis objek, mencakup konsep OOP, desain pattern, dan implementasi.",Rekayasa Perangkat Lunak,User67,Yusuf Purnomo,7,"Kurang mendalam, tetapi cukup bagus",2016
387,Desain Antarmuka Pengguna (UI),"Buku ini memberikan panduan desain antarmuka pengguna (UI), mencakup prinsip-prinsip desain yang berfokus pada user experience.",Rekayasa Perangkat Lunak,User17,Rizky Azis,8,Buku ini cukup membantu,2022
388,Pemrograman Aplikasi Mobile dengan Flutter,"Buku ini mengajarkan pemrograman aplikasi mobile menggunakan Flutter, mencakup pengembangan aplikasi cross-platform.",Rekayasa Perangkat Lunak,User84,Hilmi Putra,10,"Kurang mendalam, tetapi cukup bagus",2020
389,Pengembangan Aplikasi Web dengan Django,"Buku ini membahas pengembangan aplikasi web dengan Django, mencakup MVC, ORM, dan integrasi database.",Rekayasa Perangkat Lunak,User52,Dian Purnomo,7,Materinya menarik dan mudah dipahami,2015
390,Teknik Agile Development,Buku ini mengajarkan teknik agile development untuk pengembangan perangkat lunak yang iteratif dan responsif terhadap perubahan.,Rekayasa Perangkat Lunak,User182,Indra Siregar,8,Informasinya sangat lengkap,2017
391,Pemrograman Game dengan Unity,"Buku ini memberikan panduan pemrograman game dengan Unity, mencakup scripting, physics, dan asset management.",Rekayasa Perangkat Lunak,User40,Hilmi Rahman,8,Sangat baik dan bermanfaat,2020
392,Pembuatan API dengan Node.js,"Buku ini membahas pembuatan API menggunakan Node.js, mencakup RESTful API, routing, dan middleware.",Rekayasa Perangkat Lunak,User1,Siti Haryanto,10,"Kurang mendalam, tetapi cukup bagus",2015
393,Desain Sistem dengan UML,"Buku ini mengajarkan desain sistem menggunakan UML, mencakup diagram kelas, use case, dan sequence.",Rekayasa Perangkat Lunak,User148,Ayu Kusuma,8,Sangat baik dan bermanfaat,2021
394,Pemrograman Basis Data dengan SQL,"Buku ini memberikan panduan pemrograman basis data dengan SQL, mencakup query dasar hingga kompleks dan manajemen data.",Rekayasa Perangkat Lunak,User146,Hilmi Purnomo,9,Informasinya sangat lengkap,2018
395,Teknik Continuous Integration,"Buku ini membahas teknik continuous integration untuk mengotomatisasi build, testing, dan deployment.",Rekayasa Perangkat Lunak,User14,Indra Purnomo,9,Materinya menarik dan mudah dipahami,2021
396,Pengembangan Aplikasi Desktop dengan Java,"Buku ini memberikan panduan pengembangan aplikasi desktop menggunakan Java, mencakup GUI, event handling, dan database integration.",Rekayasa Perangkat Lunak,User183,Yusuf Purnomo,10,Buku ini cukup membantu,2023
397,Pemrograman Aplikasi iOS,"Buku ini mengajarkan pemrograman aplikasi iOS, mencakup Swift, UIKit, dan pengelolaan memory.",Rekayasa Perangkat Lunak,User132,Budi Kusuma,9,Materinya menarik dan mudah dipahami,2018
398,Desain UX untuk Aplikasi Web,"Buku ini membahas desain UX untuk aplikasi web, mencakup user journey, wireframing, dan prototyping.",Rekayasa Perangkat Lunak,User147,Hilmi Pratama,7,Buku ini cukup membantu,2020
399,Pemrograman dengan C++,"Buku ini memberikan panduan pemrograman dengan C++, mencakup dasar-dasar sintaks, OOP, dan manajemen memori.",Rekayasa Perangkat Lunak,User60,Rizky Putra,8,Informasinya sangat lengkap,2018
400,Teknik DevOps dalam Pengembangan Perangkat Lunak,"Buku ini mengajarkan teknik DevOps dalam pengembangan perangkat lunak, mencakup otomatisasi, monitoring, dan continuous delivery.",Rekayasa Perangkat Lunak,User176,Dian Azis,7,Sangat baik dan bermanfaat,2023
401,Pembangunan Sistem dengan Laravel,"Buku ini membahas pembangunan sistem dengan Laravel, mencakup MVC, routing, dan integrasi database.",Rekayasa Perangkat Lunak,User200,Dian Purnomo,8,Sangat baik dan bermanfaat,2021
402,Pemrograman Aplikasi Mobile dengan React Native,"Buku ini memberikan panduan pemrograman aplikasi mobile menggunakan React Native, mencakup komponen UI dan state management.",Rekayasa Perangkat Lunak,User58,Indra Putra,7,Buku ini cukup membantu,2021
403,Desain Responsif untuk Aplikasi Web,"Buku ini mengajarkan desain responsif untuk aplikasi web, mencakup grid layout, media queries, dan flexbox.",Rekayasa Perangkat Lunak,User27,Budi Azis,8,Buku ini cukup membantu,2019
404,Penggunaan Git dan GitHub,Buku ini membahas penggunaan Git dan GitHub untuk version control dan kolaborasi tim dalam pengembangan perangkat lunak.,Rekayasa Perangkat Lunak,User177,Indra Purnomo,10,Materinya menarik dan mudah dipahami,2020
405,Pengembangan Perangkat Lunak Berkelanjutan,"Buku ini mengajarkan pengembangan perangkat lunak berkelanjutan, mencakup refactoring, testing, dan deployment.",Rekayasa Perangkat Lunak,User41,Indra Purnomo,8,Buku ini cukup membantu,2018
406,Pemrograman dengan Ruby on Rails,"Buku ini memberikan panduan pemrograman dengan Ruby on Rails, mencakup MVC, routing, dan integrasi database.",Rekayasa Perangkat Lunak,User150,Fajar Rahman,10,Informasinya sangat lengkap,2020
407,Teknik Pengujian Perangkat Lunak,Buku ini mengajarkan teknik pengujian perangkat lunak untuk memastikan kualitas dan keandalan aplikasi.,Rekayasa Perangkat Lunak,User6,Indra Pratama,8,Materinya menarik dan mudah dipahami,2018
408,Pengembangan Aplikasi Web dengan Angular,"Buku ini membahas pengembangan aplikasi web dengan Angular, mencakup components, services, dan routing.",Rekayasa Perangkat Lunak,User41,Rizky Haryanto,10,"Kurang mendalam, tetapi cukup bagus",2021
409,Pemrograman Aplikasi Desktop dengan C#,"Buku ini memberikan panduan pemrograman aplikasi desktop menggunakan C#, mencakup WPF, event handling, dan data binding.",Rekayasa Perangkat Lunak,User191,Dian Azis,7,Materinya menarik dan mudah dipahami,2020
410,Desain Aplikasi Berbasis Cloud,"Buku ini mengajarkan desain aplikasi berbasis cloud, mencakup arsitektur, deployment, dan skalabilitas.",Rekayasa Perangkat Lunak,User95,Rizky Kusuma,10,"Kurang mendalam, tetapi cukup bagus",2020
411,Pengembangan Aplikasi E-commerce,"Buku ini membahas pengembangan aplikasi e-commerce, mencakup payment gateway, shopping cart, dan manajemen produk.",Rekayasa Perangkat Lunak,User67,Fajar Pratama,9,Sangat baik dan bermanfaat,2015
412,Teknik Refactoring Kode,Buku ini memberikan panduan teknik refactoring kode untuk meningkatkan kualitas dan maintainability perangkat lunak.,Rekayasa Perangkat Lunak,User42,Fajar Pratama,7,Materinya menarik dan mudah dipahami,2016
413,Pemrograman dengan Kotlin,"Buku ini mengajarkan pemrograman dengan Kotlin, mencakup dasar-dasar bahasa dan penerapannya dalam pengembangan Android.",Rekayasa Perangkat Lunak,User131,Dian Azis,10,Sangat baik dan bermanfaat,2020
414,Pengembangan Aplikasi Web dengan React,"Buku ini membahas pengembangan aplikasi web menggunakan React, mencakup komponen, state management, dan hooks.",Rekayasa Perangkat Lunak,User149,Budi Kusuma,9,Informasinya sangat lengkap,2022
415,Desain API dengan GraphQL,"Buku ini memberikan panduan desain API menggunakan GraphQL, mencakup query, mutation, dan skema.",Rekayasa Perangkat Lunak,User7,Ahmad Purnomo,7,Buku ini cukup membantu,2018
416,Pemrograman untuk IoT,"Buku ini mengajarkan pemrograman untuk IoT, mencakup sensor, komunikasi jaringan, dan pengelolaan data.",Rekayasa Perangkat Lunak,User74,Ahmad Purnomo,9,Informasinya sangat lengkap,2016
417,Teknik Automated Testing,Buku ini membahas teknik automated testing untuk meningkatkan efisiensi dan keandalan pengujian perangkat lunak.,Rekayasa Perangkat Lunak,User150,Dian Haryanto,8,Buku ini cukup membantu,2022
418,Pengembangan Sistem Informasi Geografis,"Buku ini memberikan panduan pengembangan sistem informasi geografis, mencakup pemetaan, analisis data spasial, dan visualisasi.",Rekayasa Perangkat Lunak,User189,Rizky Kusuma,7,Materinya menarik dan mudah dipahami,2016
419,Pemrograman Berbasis Mikroservis,"Buku ini mengajarkan pemrograman berbasis mikroservis, mencakup arsitektur, komunikasi antar layanan, dan deployment.",Rekayasa Perangkat Lunak,User72,Budi Azis,10,Informasinya sangat lengkap,2020
420,Desain Sistem ERP,"Buku ini membahas desain sistem ERP, mencakup modul keuangan, sumber daya manusia, dan manajemen rantai pasokan.",Rekayasa Perangkat Lunak,User68,Budi Haryanto,7,Materinya menarik dan mudah dipahami,2019
421,Penggunaan Docker dalam DevOps,Buku ini memberikan panduan penggunaan Docker dalam DevOps untuk containerization dan manajemen lingkungan aplikasi.,Rekayasa Perangkat Lunak,User168,Dian Santoso,7,"Kurang mendalam, tetapi cukup bagus",2019
422,Pengembangan Aplikasi Web dengan Vue.js,"Buku ini mengajarkan pengembangan aplikasi web menggunakan Vue.js, mencakup components, directives, dan routing.",Rekayasa Perangkat Lunak,User108,Budi Pratama,9,Materinya menarik dan mudah dipahami,2020
423,Pemrograman Aplikasi Blockchain,"Buku ini membahas pemrograman aplikasi blockchain, mencakup smart contracts, konsensus, dan integrasi dengan web.",Rekayasa Perangkat Lunak,User118,Siti Azis,7,Sangat baik dan bermanfaat,2022
424,Teknik Pengembangan Perangkat Lunak Skala Besar,"Buku ini mengajarkan teknik pengembangan perangkat lunak skala besar, mencakup manajemen proyek, arsitektur, dan pengujian.",Rekayasa Perangkat Lunak,User164,Yusuf Purnomo,8,Buku ini cukup membantu,2023
425,Penggunaan Kubernetes dalam Orkestrasi,Buku ini memberikan panduan penggunaan Kubernetes dalam orkestrasi kontainer untuk deployment yang skalabel dan resilient.,Rekayasa Perangkat Lunak,User186,Fajar Putra,9,Informasinya sangat lengkap,2015
426,Pengembangan Aplikasi dengan Microservices,"Buku ini membahas pengembangan aplikasi dengan microservices, mencakup desain, komunikasi antar layanan, dan manajemen data.",Rekayasa Perangkat Lunak,User84,Indra Putra,8,"Kurang mendalam, tetapi cukup bagus",2019
427,Pemrograman dengan ASP.NET Core,"Buku ini mengajarkan pemrograman dengan ASP.NET Core, mencakup MVC, Razor Pages, dan integrasi database.",Rekayasa Perangkat Lunak,User32,Hilmi Rahman,7,Buku ini cukup membantu,2021
428,Teknik Pengembangan Agile,Buku ini memberikan panduan teknik pengembangan agile untuk meningkatkan fleksibilitas dan respon terhadap perubahan kebutuhan.,Rekayasa Perangkat Lunak,User142,Dian Haryanto,10,Buku ini cukup membantu,2019
429,Penggunaan Jenkins untuk CI/CD,"Buku ini membahas penggunaan Jenkins untuk CI/CD, mencakup pipeline, otomatisasi build, dan deployment.",Rekayasa Perangkat Lunak,User169,Fajar Rahman,10,Informasinya sangat lengkap,2015
430,Pengembangan Aplikasi Real-time dengan Firebase,"Buku ini mengajarkan pengembangan aplikasi real-time menggunakan Firebase, mencakup database, authentication, dan hosting.",Rekayasa Perangkat Lunak,User89,Hilmi Pratama,7,Materinya menarik dan mudah dipahami,2018
431,Pemrograman untuk Big Data,"Buku ini memberikan panduan pemrograman untuk big data, mencakup Hadoop, Spark, dan pengelolaan data skala besar.",Rekayasa Perangkat Lunak,User133,Hilmi Azis,7,Buku ini cukup membantu,2016
432,Desain Sistem Keamanan Aplikasi,"Buku ini membahas desain sistem keamanan aplikasi, mencakup enkripsi, otentikasi, dan pengelolaan akses.",Rekayasa Perangkat Lunak,User152,Indra Kusuma,10,Materinya menarik dan mudah dipahami,2022
433,Penggunaan AI dalam Pengembangan Perangkat Lunak,"Buku ini mengajarkan penggunaan AI dalam pengembangan perangkat lunak, mencakup machine learning, NLP, dan visi komputer.",Rekayasa Perangkat Lunak,User34,Indra Azis,8,Materinya menarik dan mudah dipahami,2017
434,Pemrograman Aplikasi Web dengan PHP,"Buku ini memberikan panduan pemrograman aplikasi web menggunakan PHP, mencakup MVC, session, dan manajemen database.",Rekayasa Perangkat Lunak,User60,Siti Haryanto,8,Informasinya sangat lengkap,2015
435,Teknik Penjaminan Kualitas Perangkat Lunak,Buku ini membahas teknik penjaminan kualitas perangkat lunak untuk memastikan stabilitas dan kinerja aplikasi.,Rekayasa Perangkat Lunak,User167,Yusuf Haryanto,8,"Kurang mendalam, tetapi cukup bagus",2017
436,Pengembangan Aplikasi dengan Machine Learning,"Buku ini mengajarkan pengembangan aplikasi dengan machine learning, mencakup model training, evaluasi, dan deployment.",Rekayasa Perangkat Lunak,User141,Budi Kusuma,8,Sangat baik dan bermanfaat,2021
437,Pemrograman Fungsional dengan Scala,"Buku ini memberikan panduan pemrograman fungsional dengan Scala, mencakup dasar-dasar, higher-order functions, dan immutability.",Rekayasa Perangkat Lunak,User115,Dian Santoso,7,Materinya menarik dan mudah dipahami,2016
438,Desain dan Implementasi RESTful API,"Buku ini membahas desain dan implementasi RESTful API, mencakup endpoints, HTTP methods, dan dokumentasi.",Rekayasa Perangkat Lunak,User47,Fajar Azis,9,Sangat baik dan bermanfaat,2015
439,Pengembangan Aplikasi Web dengan Ruby on Rails,"Buku ini mengajarkan pengembangan aplikasi web menggunakan Ruby on Rails, mencakup MVC, routing, dan integrasi database.",Rekayasa Perangkat Lunak,User106,Hilmi Rahman,9,Buku ini cukup membantu,2020
440,Penggunaan TensorFlow untuk AI,"Buku ini memberikan panduan penggunaan TensorFlow untuk AI, mencakup model training, evaluasi, dan deployment.",Rekayasa Perangkat Lunak,User112,Ayu Haryanto,7,"Kurang mendalam, tetapi cukup bagus",2020
441,Pemrograman Aplikasi Mobile dengan Swift,"Buku ini membahas pemrograman aplikasi mobile menggunakan Swift, mencakup UIKit, Core Data, dan SwiftUI.",Rekayasa Perangkat Lunak,User96,Rizky Azis,8,Materinya menarik dan mudah dipahami,2016
442,Teknik Pengembangan Perangkat Lunak Modular,"Buku ini mengajarkan teknik pengembangan perangkat lunak modular, mencakup arsitektur, pengujian, dan deployment.",Rekayasa Perangkat Lunak,User150,Yusuf Purnomo,9,Informasinya sangat lengkap,2018
443,Penggunaan Ansible untuk Automasi,"Buku ini memberikan panduan penggunaan Ansible untuk automasi, mencakup playbook, roles, dan manajemen konfigurasi.",Rekayasa Perangkat Lunak,User77,Ayu Haryanto,8,Buku ini cukup membantu,2017
444,Pengembangan Aplikasi dengan Spring Boot,"Buku ini mengajarkan pengembangan aplikasi dengan Spring Boot, mencakup MVC, RESTful API, dan integrasi database.",Rekayasa Perangkat Lunak,User10,Indra Pratama,10,"Kurang mendalam, tetapi cukup bagus",2017
445,Pemrograman untuk Data Mining,"Buku ini membahas pemrograman untuk data mining, mencakup preprocessing, algoritma, dan visualisasi hasil.",Rekayasa Perangkat Lunak,User21,Fajar Pratama,7,Materinya menarik dan mudah dipahami,2018
446,Desain Sistem Terdistribusi,"Buku ini memberikan panduan desain sistem terdistribusi, mencakup arsitektur, komunikasi antar node, dan manajemen data.",Rekayasa Perangkat Lunak,User3,Fajar Pratama,7,Materinya menarik dan mudah dipahami,2019
447,Pengembangan Aplikasi dengan NoSQL,"Buku ini mengajarkan pengembangan aplikasi dengan NoSQL, mencakup MongoDB, Cassandra, dan Redis.",Rekayasa Perangkat Lunak,User59,Hilmi Wijaya,9,Informasinya sangat lengkap,2022
448,Teknik Pembuatan Plugin,"Buku ini membahas teknik pembuatan plugin, mencakup arsitektur, pengembangan, dan distribusi.",Rekayasa Perangkat Lunak,User162,Indra Pratama,9,Sangat baik dan bermanfaat,2018
449,Pemrograman Paralel dan Terdistribusi,"Buku ini memberikan panduan pemrograman paralel dan terdistribusi, mencakup threading, message passing, dan load balancing.",Rekayasa Perangkat Lunak,User52,Indra Kusuma,10,"Kurang mendalam, tetapi cukup bagus",2020
450,Desain Algoritma dan Struktur Data,"Buku ini mengajarkan desain algoritma dan struktur data, mencakup analisis kompleksitas, sorting, dan searching.",Rekayasa Perangkat Lunak,User42,Indra Kusuma,10,Sangat baik dan bermanfaat,2017
451,Penggunaan Azure dalam Pengembangan Perangkat Lunak,"Buku ini membahas penggunaan Azure dalam pengembangan perangkat lunak, mencakup layanan cloud, deployment, dan manajemen aplikasi.",Rekayasa Perangkat Lunak,User61,Rizky Azis,10,Sangat baik dan bermanfaat,2019
452,Pengembangan Aplikasi AR/VR,"Buku ini memberikan panduan dalam pengembangan aplikasi AR/VR, mencakup konsep, alat, dan teknik untuk menciptakan pengalaman immersive.",Rekayasa Perangkat Lunak,User70,Indra Putra,10,Buku ini cukup membantu,2020
453,Teknik Code Review,Buku ini mengajarkan teknik code review yang efektif untuk meningkatkan kualitas kode dan kolaborasi tim dalam pengembangan perangkat lunak.,Rekayasa Perangkat Lunak,User188,Hilmi Pratama,10,"Kurang mendalam, tetapi cukup bagus",2016
454,Pemrograman untuk Cloud Computing,"Buku ini membahas pemrograman untuk cloud computing, mencakup konsep, layanan cloud, dan implementasi aplikasi cloud-native.",Rekayasa Perangkat Lunak,User92,Hilmi Rahman,8,Materinya menarik dan mudah dipahami,2023
455,Penggunaan GitLab untuk CI/CD,"Buku ini memberikan panduan penggunaan GitLab untuk CI/CD, mencakup pipeline otomatisasi, version control, dan integrasi dengan DevOps.",Rekayasa Perangkat Lunak,User7,Indra Kusuma,7,Materinya menarik dan mudah dipahami,2017
456,Pengembangan Aplikasi dengan RESTful Web Services,"Buku ini mengajarkan pengembangan aplikasi dengan RESTful Web Services, mencakup konsep API, desain, dan implementasi.",Rekayasa Perangkat Lunak,User26,Fajar Pratama,10,Informasinya sangat lengkap,2018
457,Desain Sistem dengan Microservices,"Buku ini membahas desain sistem dengan microservices, mencakup arsitektur, komunikasi antar layanan, dan deployment.",Rekayasa Perangkat Lunak,User100,Rizky Kusuma,10,"Kurang mendalam, tetapi cukup bagus",2019
458,Pemrograman untuk Keamanan Siber,"Buku ini memberikan panduan pemrograman untuk keamanan siber, mencakup enkripsi, otentikasi, dan perlindungan terhadap serangan.",Rekayasa Perangkat Lunak,User160,Hilmi Pratama,9,"Kurang mendalam, tetapi cukup bagus",2018
459,Penggunaan Kafka untuk Pemrosesan Data,"Buku ini mengajarkan penggunaan Kafka untuk pemrosesan data, mencakup streaming data, manajemen event, dan integrasi dengan sistem lain.",Rekayasa Perangkat Lunak,User132,Indra Azis,10,Buku ini cukup membantu,2016
460,Pengembangan Aplikasi dengan Flask,"Buku ini membahas pengembangan aplikasi dengan Flask, mencakup MVC, routing, dan integrasi dengan database.",Rekayasa Perangkat Lunak,User125,Rizky Haryanto,7,"Kurang mendalam, tetapi cukup bagus",2020
461,Desain Arsitektur Perangkat Lunak Skala Besar,"Buku ini memberikan panduan desain arsitektur perangkat lunak skala besar, mencakup manajemen kompleksitas, skalabilitas, dan maintainability.",Rekayasa Perangkat Lunak,User63,Hilmi Pratama,10,"Kurang mendalam, tetapi cukup bagus",2018
462,Pemrograman untuk Komputasi Awan,"Buku ini mengajarkan pemrograman untuk komputasi awan, mencakup distribusi tugas, manajemen sumber daya, dan pengolahan data.",Rekayasa Perangkat Lunak,User6,Hilmi Wijaya,9,Informasinya sangat lengkap,2021
463,Penggunaan Terraform untuk Infrastruktur,"Buku ini membahas penggunaan Terraform untuk manajemen infrastruktur sebagai kode, mencakup provisioning, manajemen state, dan integrasi.",Rekayasa Perangkat Lunak,User167,Fajar Putra,9,Buku ini cukup membantu,2019
464,Pengembangan Aplikasi dengan Redux,"Buku ini memberikan panduan pengembangan aplikasi dengan Redux, mencakup state management, middleware, dan integrasi dengan React.",Rekayasa Perangkat Lunak,User100,Dian Siregar,10,Informasinya sangat lengkap,2016
465,Desain Sistem dengan Docker,"Buku ini mengajarkan desain sistem dengan Docker, mencakup containerization, manajemen lingkungan, dan deployment otomatis.",Rekayasa Perangkat Lunak,User88,Indra Azis,8,Informasinya sangat lengkap,2021
466,Pemrograman untuk Edge Computing,"Buku ini membahas pemrograman untuk edge computing, mencakup konsep, arsitektur, dan penerapan di perangkat IoT.",Rekayasa Perangkat Lunak,User50,Ahmad Purnomo,8,Buku ini cukup membantu,2022
467,Penggunaan Elasticsearch untuk Big Data,"Buku ini memberikan panduan penggunaan Elasticsearch untuk big data, mencakup pencarian, analisis, dan visualisasi data.",Rekayasa Perangkat Lunak,User92,Siti Haryanto,9,Sangat baik dan bermanfaat,2023
468,Pengembangan Aplikasi dengan Apache Spark,"Buku ini mengajarkan pengembangan aplikasi dengan Apache Spark, mencakup pemrosesan data real-time dan analisis big data.",Rekayasa Perangkat Lunak,User58,Fajar Pratama,8,Informasinya sangat lengkap,2018
469,Desain Sistem Terdistribusi dengan Kubernetes,"Buku ini membahas desain sistem terdistribusi dengan Kubernetes, mencakup orkestrasi container, manajemen beban, dan deployment skala besar.",Rekayasa Perangkat Lunak,User164,Budi Kusuma,8,Informasinya sangat lengkap,2019
470,Pemrograman dengan Golang,"Buku ini memberikan panduan pemrograman dengan Golang, mencakup sintaks dasar, concurrent programming, dan pembuatan aplikasi web.",Rekayasa Perangkat Lunak,User27,Hilmi Putra,9,Buku ini cukup membantu,2019
471,Penggunaan Hadoop untuk Big Data,"Buku ini mengajarkan penggunaan Hadoop untuk big data, mencakup HDFS, MapReduce, dan ekosistem Hadoop lainnya.",Rekayasa Perangkat Lunak,User65,Indra Kusuma,10,Informasinya sangat lengkap,2023
472,Pengembangan Aplikasi dengan Continuous Delivery,"Buku ini membahas pengembangan aplikasi dengan continuous delivery, mencakup pipeline, otomatisasi, dan praktik terbaik dalam CI/CD.",Rekayasa Perangkat Lunak,User124,Ahmad Purnomo,7,Buku ini cukup membantu,2019
473,Desain Sistem dengan Clean Architecture,"Buku ini memberikan panduan desain sistem dengan clean architecture, mencakup pemisahan concerns, maintainability, dan scalability.",Rekayasa Perangkat Lunak,User78,Hilmi Wijaya,10,Sangat baik dan bermanfaat,2020
474,Pemrograman untuk Jaringan Saraf Tiruan,"Buku ini mengajarkan pemrograman untuk jaringan saraf tiruan, mencakup deep learning, arsitektur jaringan, dan implementasi dengan Python.",Rekayasa Perangkat Lunak,User130,Fajar Rahman,10,Buku ini cukup membantu,2023
475,Penggunaan Jenkins untuk Otomatisasi DevOps,"Buku ini membahas penggunaan Jenkins untuk otomatisasi DevOps, mencakup CI/CD, pipeline, dan integrasi dengan alat DevOps lainnya.",Rekayasa Perangkat Lunak,User132,Yusuf Purnomo,8,Informasinya sangat lengkap,2021
